Artist Name,Popularity,danceability,energy,key,loudness,mode,speechiness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Andromida,39,427,992,11.0,-2642,1,101,108,267,143052,273566.0,4,Instrumental
Matthewdavid,37,208,433,5.0,-12396,1,0.0498,172,278,82.92,124000.0,4,Blues
Le Shiv,31,404,514,,-6849,1,31,252,163,120.2,219998.0,4,Blues
Muddy Waters,49,519,779,4.0,-9159,1,0.0648,286,888,113487,173040.0,4,Pop
Yemi Alade,46,0.8,841,10.0,-3771,0,73,0.0784,711,100.0,214000.0,4,Country
The Wrecks,43,523,918,5.0,-5535,1,0.0879,161,245,109987,188707.0,4,Bollywood
Danielle Bradbery,44,425,314,2.0,-9072,1,0.0312,129,311,73.69,3.49645,4,Rock
T. Rex,49,394,863,9.0,-6239,1,101,0.0609,907,193552,247773.0,4,Bollywood
The Suitcase Junket,43,509,504,1.0,-6789,1,0.0267,0.31,327,104755,161320.0,4,Bollywood
TWIN XL,49,583,881,9.0,-4099,0,0.0904,341,813,140.09,190487.0,4,Country
A Perfect Circle,54,367,903,4.0,-5956,0,175,235,239,106329,281781.0,3,Bollywood
Lynyrd Skynyrd,51,384,575,2.0,-11808,1,0.0635,161,775,196495,207973.0,4,Bollywood
Mazen,31,858,561,7.0,-8628,0,145,372,411,125016,207915.0,4,Country
Rostam,46,675,649,4.0,-8937,1,0.0562,0.11,496,148.0,148267.0,4,Indie
Diamanda Galás,34,632,0.8,11.0,-10833,0,0.0361,148,767,131371,369400.0,4,Bollywood
patchymate,,0.74,646,6.0,-5838,0,375,386,776,127896,120000.0,4,Blues
Yuval Dayan,29,667,694,10.0,-7.44,0,0.0265,149,417,125023,198693.0,4,Country
Against The Current,64,402,924,7.0,-4089,0,156,237,443,180075,197209.0,4,Bollywood
The Undertones,61,415,782,2.0,-6745,1,0.0461,0.14,564,135029,148480.0,4,Blues
Defamed,34,0.27,957,1.0,-3848,1,145,389,454,92.99,216913.0,5,Instrumental
REO Speedwagon,68,371,758,7.0,-5679,1,36,116,452,77.81,239680.0,4,Bollywood
grandson,54,369,835,1.0,-4462,0,0.0777,253,525,160156,211500.0,4,Bollywood
"Bruno Mars, Anderson .Paak, Silk Sonic",77,719,631,5.0,-7779,1,0.0312,109,761,111982,3.38538333,4,Country
Claud,6,0.74,121,7.0,-21824,1,0.0565,139,917,81616,97600.0,4,Blues
Kutiman,23,456,513,5.0,-11221,0,0.0277,114,771,153995,280603.0,3,Indie
Tyler Leads,27,293,978,5.0,-4882,1,87,518,514,141714,174378.0,4,Instrumental
Nulbarich,32,673,538,,-8.64,1,0.36,101,455,179987,220400.0,4,Country
Flat Duo Jets,32,189,997,4.0,-8196,1,119,193,84,186337,138413.0,4,Pop
MARINA,29,0.5,499,7.0,-8069,0,0.0485,105,292,126059,239830.0,3,Blues
We Were Sharks,,493,968,1.0,-3615,1,0.0974,323,592,119641,164927.0,4,Bollywood
Billie Marten,28,533,663,1.0,-8301,0,0.0341,0.0709,702,175927,185627.0,4,Indie
Starcastle,26,359,699,1.0,-11195,1,0.0402,117,514,148092,626933.0,4,Bollywood
Doja Cat,98,762,701,8.0,-3541,1,0.0286,123,742,110968,208867.0,4,Alt_Music
Courtney Marie Andrews,45,563,535,8.0,-7922,1,0.0296,0.0838,391,94574,198173.0,4,Indie
Lynch Mob,46,559,875,,-7575,0,0.0339,0.0609,425,98159,281840.0,4,Instrumental
Eden Ben Zaken,29,492,727,7.0,-4736,0,0.0344,166,371,145978,267747.0,4,Country
Joey Gilmore,11,723,595,11.0,-7407,0,0.03,181,892,122477,221587.0,4,Pop
Mohammed Rafi,12,426,426,7.0,-10955,0,0.0545,256,506,115618,3.680216667,4,Metal
Tropidelic,39,0.61,683,,-6168,1,0.0998,151,379,140055,223027.0,4,Bollywood
Gorillaz,70,726,815,11.0,-5886,1,0.0313,112,462,140158,209560.0,4,Country
Fox Stevenson,56,413,879,11.0,-4934,1,0.0747,384,0.59,167.94,241159.0,4,Bollywood
New Found Glory,66,404,0.98,2.0,-4038,1,107,0.0742,433,177793,220200.0,4,Bollywood
Favourite People,41,522,817,4.0,-9069,1,0.0668,135,678,170.97,203680.0,4,Blues
Wiley,12,903,869,2.0,-10167,0,125,258,896,139982,205714.0,4,Alt_Music
La Rata Bluesera,24,412,379,9.0,-12424,0,0.0603,692,248,102.96,212815.0,4,Pop
The National Parks,50,0.44,324,6.0,-9468,1,0.0307,0.0621,328,79382,3.14155,4,Rock
Suffer Like G Did,29,442,0.61,9.0,-9986,0,0.0581,173,413,140.43,208893.0,4,Bollywood
Major Murphy,43,533,876,2.0,-5452,1,0.0311,0.0823,606,101011,177326.0,4,Blues
The War and Treaty,44,507,328,11.0,-10767,0,0.0382,128,299,122416,299680.0,4,Pop
John Mayer,67,674,413,2.0,-7816,1,0.0274,98,503,124893,3.96511667,3,Rock
Nascent,26,654,0.78,1.0,-4612,1,0.0676,239,626,148149,184288.0,4,Country
Marmozets,39,401,904,11.0,-5297,0,98,0.0643,251,153422,240667.0,4,Indie
Petter Bergander Trio,52,514,186,,-18769,1,0.0342,99,414,114744,4.304216667,3,Acoustic/Folk
Metallica,63,334,982,4.0,-2293,0,0.0619,106,501,126883,476267.0,4,Instrumental
박혜진 Park Hye Jin,51,0.81,425,6.0,-14.68,0,0.0686,104,542,104953,196008.0,4,Indie
All That Remains,44,465,874,4.0,-5058,0,0.0523,0.16,379,85947,204427.0,4,Bollywood
POLICE CAR COLLECTIVE,41,0.2,0.63,5.0,-5679,1,0.0291,137,145,42956,425681.0,4,Blues
Gary Clark Jr.,63,447,788,2.0,-4994,0,0.0464,0.0744,505,80.04,193714.0,4,Bollywood
Krokus,53,475,576,9.0,-13059,1,0.0312,391,524,96378,397773.0,4,Bollywood
Slaves,44,633,878,11.0,-5985,1,0.11,0.0631,724,140976,167000.0,4,Bollywood
Damien Burbank,31,363,191,3.0,-19055,0,0.0367,114,292,87.64,154511.0,4,Blues
Mc Rebecca,72,895,671,7.0,-3126,1,137,0.0768,905,84956,120000.0,4,Country
The Surfaris,45,461,955,11.0,-6684,1,0.0489,952,725,160073,166092.0,4,Blues
Lata Mangeshkar,51,621,512,7.0,-11074,0,0.0547,0.0803,926,114802,4274,4,Metal
Whitesnake,3,357,853,4.0,-7529,0,0.0492,158,294,100157,397768.0,4,Instrumental
The Peterson Brothers,35,641,646,8.0,-5987,1,0.0231,127,313,94007,329511.0,4,Pop
Fleetwood Mac,76,583,947,5.0,-5.12,1,0.0378,0.0679,803,135448,223613.0,4,Bollywood
Powderfinger,46,201,961,2.0,-5234,1,0.0822,329,154,109135,234400.0,4,Bollywood
Trivium,60,477,0.94,9.0,-3435,1,103,346,338,76517,302467.0,4,Instrumental
Bebe Rexha,80,659,877,11.0,-5089,0,0.0288,94,471,119992,160871.0,4,Country
Ed Sheeran,86,825,652,1.0,-3183,0,0.0802,0.0931,931,95977,233713.0,4,Country
Grizzly Bear,69,537,712,5.0,-5597,1,0.0286,0.08,704,159871,243160.0,4,Blues
Marcia Ball,21,592,0.94,2.0,-4265,1,0.0454,276,967,159713,205280.0,4,Pop
Fenyan,29,697,867,,-8685,0,0.0425,396,478,121996,259408.0,4,Indie
Jerry Reed,45,0.75,711,2.0,-10633,1,0.0641,0.0282,961,105636,2.329333333,4,HipHop
The Police,,0.82,452,1.0,-9796,1,0.0348,0.0714,737,117401,253920.0,4,Bollywood
MOD SUN,58,457,804,6.0,-4756,0,0.0362,197,523,155022,171033.0,4,Country
The Killers,51,597,852,,-6.89,1,0.0248,266,559,105996,278493.0,4,Bollywood
Bombay Bicycle Club,61,627,959,7.0,-4744,1,0.0298,112,397,109981,235293.0,4,Blues
James TW,46,674,406,,-9327,0,0.0534,101,429,99701,200547.0,4,Country
Aviv Geffen,17,278,944,10.0,-6169,1,0.0577,304,494,164968,182293.0,4,Bollywood
SawanoHiroyuki[nZk]:mizuki,57,468,753,4.0,-4329,0,31,148,0.18,155929,250293.0,4,Bollywood
Jean Charnaux,24,425,0.14,5.0,-14161,1,0.0432,0.0994,183,83518,2.658333333,4,Acoustic/Folk
Tame Impala,84,0.64,0.74,4.0,-4083,1,0.0284,167,785,116879,216320.0,4,Country
Metallica,59,268,974,9.0,-2948,1,114,0.0772,342,182095,477027.0,4,Instrumental
Sea Girls,37,592,811,7.0,-8282,1,0.0392,0.13,453,124029,240640.0,4,Bollywood
Blonde Redhead,42,548,0.77,9.0,-6676,0,26,291,0.41,144242,307667.0,4,Blues
Total Control,39,579,636,2.0,-8574,0,0.0276,446,898,132652,280853.0,4,Blues
"Midival Punditz, Kutle Khan",15,501,659,1.0,-8786,1,0.0355,107,0.0756,175998,4.315666667,4,Rock
Godsmack,59,362,915,5.0,-3244,0,181,166,603,162226,177048.0,4,Bollywood
PawPaw Rod,,801,391,7.0,-8063,1,178,137,0.86,180926,171978.0,4,Blues
Idan Yaniv,39,676,512,11.0,-8693,1,0.0463,119,0.63,134077,186269.0,4,Country
Archetypes Collide,46,447,913,1.0,-4842,1,0.0551,0.0767,254,140055,202286.0,4,Bollywood
Far Away the Hills Are Green,40,467,114,7.0,-13973,1,0.0318,292,0.24,134647,4.012233333,4,Rock
Coldplay,63,415,554,7.0,-10839,0,0.0334,155,163,120318,311292.0,4,Bollywood
Patrick Paige II,,824,812,1.0,-5367,1,0.18,269,775,164.04,129856.0,4,Alt_Music
Megan Thee Stallion,66,842,789,6.0,-8733,0,178,355,795,111113,170641.0,4,Alt_Music
Ravi Chary,6,582,662,,-8493,1,0.0346,0.0615,381,140075,4.78,4,Rock
Chapterhouse,42,477,578,10.0,-7965,1,0.0312,195,666,88043,252200.0,4,Blues
Praying Mantis,47,208,787,9.0,-6763,0,0.0728,0.0626,472,170626,337880.0,4,Instrumental
Lehakat Tzliley Haud,24,379,654,9.0,-10798,1,0.0447,275,698,135069,343800.0,4,Country
Jerry Garcia,23,521,193,9.0,-17467,0,0.0664,152,236,138.78,485227.0,5,Bollywood
Dudu Faruk,22,832,629,10.0,-8245,1,344,0.0713,0.52,130062,136615.0,4,Alt_Music
Dave Matthews Band,48,637,856,2.0,-4.34,1,34,0.0157,846,113.32,271187.0,4,Country
Las Penas,46,469,216,2.0,-14891,1,0.0565,114,316,98962,3.6279,4,Acoustic/Folk
Zubi,66,774,609,3.0,-10.13,0,213,111,891,95598,205000.0,4,Country
LaSalle Street Trio,56,476,0.0808,5.0,-21.66,1,0.0357,0.0978,182,113985,4.702066667,4,Acoustic/Folk
YSI,44,602,496,10.0,-9765,0,0.0407,112,504,158433,340197.0,4,Blues
"The Ayoub Sisters, Royal Philharmonic Orchestra, Mark Messenger",,159,126,9.0,-19521,1,0.0467,0.0847,0.0442,78151,3.31045,4,Acoustic/Folk
Saweetie,63,842,807,1.0,-3.59,0,134,0.0613,441,93996,206000.0,4,Country
Valley,48,0.59,575,1.0,-6.42,0,0.0246,128,0.5,79563,4.076216667,4,Rock
Ofdrykkja,43,614,143,9.0,-18164,0,0.0267,114,112,119.48,419067.0,4,Instrumental
Softcult,36,427,623,9.0,-6248,1,0.0321,109,175,150077,186411.0,4,Blues
This Will Destroy You,45,482,463,1.0,-7927,1,0.0573,0.36,0.0427,115011,293173.0,4,Bollywood
Snail Mail,57,483,688,,-5508,1,0.0316,102,292,126241,295333.0,4,Blues
Thirty Seconds To Mars,54,533,747,10.0,-5678,0,0.0443,261,277,124.97,372133.0,4,Bollywood
Trivium,50,478,972,6.0,-4157,1,153,354,245,100.05,223200.0,4,Instrumental
Lucy Dacus,52,474,0.0964,7.0,-15.87,0,0.0406,134,272,97595,265440.0,4,Blues
Metronomy,51,854,467,1.0,-9528,1,251,99,154,129963,299837.0,4,Indie
Sea Girls,45,481,856,1.0,-5733,1,0.0331,275,564,97515,207373.0,4,Blues
Bruce Hornsby,70,582,689,7.0,-12203,1,0.0277,145,531,111166,297853.0,4,Bollywood
Duran Duran,36,544,507,7.0,-6285,1,0.0385,258,407,154718,285246.0,3,Bollywood
Ariana Grande,68,847,603,,-4607,0,0.0397,106,735,114045,227387.0,4,Country
Popp Hunna,70,921,718,4.0,-3545,0,299,189,677,141.06,176383.0,4,Alt_Music
Sizzy Rocket,47,593,651,1.0,-4425,0,0.0508,0.0655,345,86085,152900.0,4,Indie
Why Don't We,74,606,0.9,,-4504,1,119,75,233,133963,216504.0,4,Country
Kaiser Chiefs,51,481,956,1.0,-4557,0,0.0394,285,0.57,160015,217707.0,4,Bollywood
Maximo Park,57,378,953,9.0,-3632,1,138,0.0936,512,167808,200347.0,4,Bollywood
Dolly Parton,65,585,511,1.0,-9.37,1,0.0391,0.0392,552,105898,2.991516667,4,HipHop
WALK THE MOON,59,421,831,4.0,-5128,1,106,464,488,134184,175907.0,4,Bollywood
Bring Me The Horizon,77,0.15,859,4.0,-2827,0,0.0595,387,354,170527,228147.0,5,Instrumental
Coldplay,72,565,546,11.0,-7496,0,0.0314,0.17,195,139757,273427.0,4,Bollywood
IDLES,50,562,537,7.0,-6273,0,73,316,465,100757,188716.0,4,Blues
Slomosa,34,0.46,756,5.0,-9251,0,0.0426,645,552,152059,237424.0,4,Bollywood
Kanye West,69,733,743,2.0,-5045,1,371,261,623,150024,191353.0,4,Alt_Music
Aya Korem,30,378,664,5.0,-7502,1,0.0383,117,327,87261,188292.0,4,Country
Pepe Pecas,40,255,684,9.0,-11969,1,152,386,399,171682,211023.0,4,Blues
TORRES,38,535,287,7.0,-11.5,1,0.0368,0.0893,206,121148,244641.0,4,Blues
U2,48,598,0.56,9.0,-10.89,1,0.0458,121,0.38,92086,349213.0,4,Bollywood
Ravid Plotnik,35,724,532,2.0,-10.13,0,0.0596,694,456,130021,241080.0,4,Alt_Music
Rajna Swaminathan,14,0.39,219,9.0,-14722,0,0.0456,0.11,133,89534,249064.0,3,Blues
Def Leppard,53,536,812,4.0,-7379,0,0.0441,116,338,94677,266729.0,4,Instrumental
Thirty Seconds To Mars,63,179,912,4.0,-3881,0,0.0791,582,289,182.99,231533.0,3,Bollywood
James,66,457,909,,-9451,1,0.0317,135,755,115998,156667.0,4,Indie
Dave Matthews Band,57,541,677,4.0,-10764,1,0.0373,0.0938,555,101.1,316467.0,4,Bollywood
Kevin Gates,65,763,806,7.0,-5082,0,172,527,739,127998,226875.0,4,Alt_Music
Grateful Dead,50,615,376,9.0,-11331,1,0.0347,0.0524,725,76711,194491.0,4,Bollywood
Japandroids,41,232,946,7.0,-4395,1,0.0661,88,262,181958,297120.0,4,Blues
18 Carat Affair,22,361,578,5.0,-6399,0,0.0427,708,247,130107,56000.0,3,Blues
Ólafur Arnalds,61,545,0.18,5.0,-21022,0,0.0337,0.0686,0.31,156694,226867.0,4,Blues
Loverground,52,688,462,,-13723,1,32,0.0987,0.35,114036,216794.0,4,Indie
Elder Island,46,0.46,405,8.0,-10547,1,132,108,153,92714,239556.0,4,Indie
Carla Geneve,37,696,598,7.0,-5413,1,0.0301,104,515,132941,209661.0,4,Indie
Kishore Kumar,10,797,458,4.0,-10843,1,438,134,868,114768,3.7316,4,Metal
blink-182,80,434,897,,-4918,1,0.0488,612,684,148726,167067.0,4,Bollywood
Doja Cat,86,664,609,1.0,-6509,1,0.0707,0.0926,194,130041,3.509333333,4,Country
Velvet Revolver,66,478,974,7.0,-3866,1,102,0.0738,268,141077,248307.0,4,Bollywood
Lil Nas X,42,551,636,2.0,-6798,1,54,112,148,174065,168276.0,4,Country
Henry Park,11,499,0.65,5.0,-8688,1,0.0444,0.0731,246,66116,240000.0,4,Blues
Kayzo,49,447,988,2.0,-846,1,446,0.0727,113,179968,249333.0,4,Indie
War,53,676,625,4.0,-8747,0,0.0729,0.0796,655,90999,227373.0,4,Alt_Music
TheHxliday,45,704,491,8.0,-6831,1,0.0591,338,123,137036,247080.0,4,Alt_Music
Good Woman,53,628,345,1.0,-12505,1,0.0289,119,116,99991,3294,4,Rock
Lata Mangeshkar,25,265,249,5.0,-12076,1,0.0288,0.0748,228,93079,5.473333333,3,Metal
Def Leppard,57,477,564,4.0,-8582,1,28,254,292,67965,256867.0,4,Bollywood
Shlomo Artzi,41,601,484,11.0,-7502,0,46,113,447,78124,218147.0,4,Bollywood
Mayhem,44,114,959,6.0,-9419,0,0.0963,104,126,153904,347253.0,4,Instrumental
Baseball Gregg,23,786,596,7.0,-8393,0,0.0416,324,773,124984,181235.0,4,Blues
Marillion,36,352,656,2.0,-9.05,0,114,184,498,142976,503307.0,4,Bollywood
Fredo Bang,57,0.78,648,1.0,-4952,0,332,0.0841,881,159984,148500.0,4,Alt_Music
Hein Talbot,43,222,158,8.0,-15982,1,43,0.1,0.0308,80005,2.228783333,4,Acoustic/Folk
Khruangbin,65,751,0.49,11.0,-13679,1,0.0453,0.0725,925,105407,342189.0,4,Blues
Tim McGraw,54,605,804,5.0,-7521,1,0.0363,345,601,98866,3.628883333,4,HipHop
Eli Luzon,22,604,558,,-12885,0,0.0362,0.0854,968,156618,305973.0,4,Country
Rainbow,50,419,613,7.0,-8995,1,0.0316,361,733,112638,317307.0,4,Bollywood
Leif Vollebekk,63,552,485,9.0,-9111,1,0.0332,164,0.51,71548,200173.0,4,Indie
Miles Kane,57,511,696,6.0,-5157,0,0.0421,0.0875,788,164614,179240.0,4,Blues
Ratt,51,594,752,11.0,-10661,0,0.0263,0.0578,736,101582,326000.0,4,Bollywood
Jimmy Cliff,58,767,568,2.0,-8516,1,0.0261,0.0448,901,105571,194867.0,4,Bollywood
Django Django,42,615,751,10.0,-7.38,0,0.0321,0.24,531,123739,243693.0,4,Blues
The Goon Sax,35,649,798,11.0,-5589,0,0.0264,269,792,111941,247051.0,4,Blues
Don Henley,56,0.62,416,8.0,-13048,1,0.0294,0.0746,371,116552,316360.0,4,Bollywood
Magic Bronson,41,573,715,4.0,-7016,0,0.0497,135,0.0881,96439,173152.0,4,Blues
The Futureheads,43,0.42,988,5.0,-2622,1,157,286,353,155993,216040.0,4,Indie
Shlomo Artzi,20,579,631,1.0,-6869,1,0.0471,0.51,646,103.98,129907.0,3,Bollywood
courtship.,50,665,725,10.0,-6777,1,0.0329,0.13,445,119947,249078.0,4,Blues
Frankie Ballard,67,0.67,737,9.0,-6794,1,0.0434,325,754,92983,3.04,4,HipHop
Yehuda Poliker,35,626,483,6.0,-9458,0,0.0298,202,461,110971,248300.0,3,Bollywood
Arik Einstein,31,652,655,3.0,-12066,1,0.0351,389,962,116592,252000.0,4,Bollywood
Downtown Boys,27,262,951,,-3917,1,65,172,315,166418,242647.0,4,Blues
Franz Ferdinand,78,277,663,4.0,-8821,0,0.0377,136,527,104561,237027.0,4,Blues
Paul McCartney,49,605,404,4.0,-12366,1,0.0256,104,867,94285,153413.0,4,Bollywood
Eve,48,843,553,11.0,-3198,0,437,0.0523,0.63,93383,258733.0,4,Alt_Music
Liily,47,432,878,1.0,-4109,1,132,0.11,554,177922,219342.0,4,Blues
Shea Diamond,10,634,745,9.0,-7405,1,258,408,0.75,176048,198991.0,4,Pop
Darlingside,26,0.29,386,10.0,-9728,1,0.0279,101,228,86889,149328.0,4,Indie
Marina Maximilian,21,0.56,506,,-7259,0,0.0392,109,0.19,124057,213917.0,4,Country
George Strait,45,468,0.41,3.0,-11782,1,28,0.0699,519,183898,3.513333333,4,HipHop
Estrons,28,385,0.91,11.0,-4941,0,0.0624,206,514,185047,203502.0,4,Bollywood
Doobie Bronson,47,551,832,2.0,-4629,1,0.0903,233,303,122065,3.392466667,4,Rock
Britney Spears,,711,668,7.0,-5962,0,0.0385,101,318,110028,3.777333333,4,Country
Dudu Aharon,18,743,701,1.0,-6362,0,0.0508,0.0493,721,95984,211321.0,4,Country
"Kishore Kumar, Amitabh Bachchan",31,626,579,3.0,-9198,1,242,0.0665,757,92754,5.535783333,4,Metal
DPR IAN,62,721,0.63,4.0,-6126,0,0.0409,245,908,148045,185107.0,4,Alt_Music
Spoon,50,693,528,7.0,-10855,1,0.0365,671,905,145157,222107.0,4,Blues
Merle Haggard,56,707,401,4.0,-14222,1,0.0533,201,602,136188,2.988883333,4,HipHop
Gorillaz,64,686,751,10.0,-5747,0,0.0604,0.0979,851,100222,270520.0,4,Indie
pizzagirl,48,527,928,10.0,-6866,1,0.0424,135,557,109993,270326.0,4,Blues
Holy Fawn,43,304,583,6.0,-5313,1,61,179,0.0764,105929,382167.0,4,Bollywood
Ellie Goulding,78,262,606,8.0,-6646,1,0.0484,125,275,189857,252534.0,4,Country
Rhys Lewis,1,531,269,1.0,-10.6,1,0.0406,116,0.52,84186,3.82595,4,Rock
PENPALS,46,503,554,5.0,-7551,0,305,108,188,79497,180290.0,4,Alt_Music
JUVENILE,68,874,714,7.0,-6664,1,129,0.0968,541,95826,265600.0,4,Alt_Music
YUKIKA,32,738,802,,-3827,0,0.0572,234,744,104.95,207125.0,4,Country
LEN,57,405,944,4.0,-8473,1,249,214,0.71,192147,211467.0,4,Country
Kishore Kumar,42,349,744,5.0,-8625,1,0.0468,262,749,93584,5.22355,4,Metal
David Bowie,42,604,779,,-7549,1,0.0262,141,762,118.24,7.21133333,4,Bollywood
Suicide,51,688,716,1.0,-10437,0,32,0.0921,977,144122,384907.0,4,Blues
Hadag Nahash,22,818,947,11.0,-3064,0,0.0566,0.0984,936,107012,277933.0,4,Alt_Music
Depths of Hatred,25,337,989,4.0,-5035,1,134,424,0.0397,114985,287364.0,4,Instrumental
Brittany Howard,54,598,853,9.0,-5373,1,0.0545,132,312,121988,191396.0,1,Pop
"Asha Bhosle, Mahendra Kapoor",2,455,504,3.0,-11032,1,0.0525,107,767,94544,5.633333333,4,Metal
Lawrence Rothman,52,482,866,7.0,-4534,1,0.0293,247,372,147994,187364.0,4,Blues
Dead Meadow,45,274,606,4.0,-6493,1,0.03,115,685,77336,256960.0,4,Bollywood
Yuni Wa,31,517,768,8.0,-4739,0,0.0427,111,0.73,172032,245596.0,4,Blues
Le Tigre,74,603,864,4.0,-3341,0,0.0668,0.0986,616,160488,184627.0,4,Country
Yael Levi,30,588,248,9.0,-19068,0,0.0448,146,357,123012,216733.0,4,Bollywood
Jade Bird,60,536,704,10.0,-7612,1,0.0417,227,702,103134,142819.0,4,Blues
Bush,49,366,845,2.0,-3893,1,96,197,446,174118,227207.0,4,Bollywood
Kansas,77,475,322,7.0,-10687,1,0.0283,0.11,387,93503,206267.0,4,Bollywood
Fred Hersch Trio,,429,118,10.0,-19942,0,39,298,172,112864,7.621133333,3,Acoustic/Folk
Fred again..,59,0.72,888,11.0,-9254,1,0.0847,0.0806,378,131.97,285093.0,4,Blues
Truffel the Phunky Phaqir,43,897,706,10.0,-3925,0,149,157,841,91022,180000.0,4,Alt_Music
The Black Keys,67,725,747,11.0,-5545,1,0.0876,104,0.38,132921,191956.0,4,Indie
Big Spring,38,445,886,7.0,-6592,1,0.0647,0.0424,382,81.37,227262.0,4,Bollywood
Audioslave,50,574,456,7.0,-5.66,1,0.0259,251,234,62261,298893.0,4,Bollywood
Suicide,51,688,716,1.0,-10437,0,32,0.0921,977,144122,384907.0,4,Indie
Powerwolf,43,208,909,3.0,-5.24,0,0.0802,0.26,358,160001,242807.0,4,Instrumental
Coma Cinema,43,466,445,1.0,-5257,0,0.0262,361,129,90091,153234.0,4,Blues
"John McLaughlin, Shankar Mahadevan, Zakir Hussain",25,468,546,5.0,-9335,1,0.0654,114,0.32,99934,8.44555,4,Rock
ALO,27,683,616,,-9765,1,0.0398,134,704,123446,241667.0,4,Bollywood
The Police,51,573,396,10.0,-10927,1,31,0.0934,149,120308,224200.0,4,Bollywood
Emil Landman,45,534,679,9.0,-8346,1,0.0328,112,209,88007,202484.0,4,Country
Sara Evans,62,536,0.65,2.0,-5603,1,0.0337,0.0876,288,147.93,5.033116667,4,HipHop
Backstreet Boys,35,758,869,9.0,-5474,0,0.0568,0.0946,0.83,113918,4.832216667,4,Country
Bon Jovi,52,332,771,8.0,-5.05,1,0.0362,288,686,172107,231400.0,4,Bollywood
Kadinja,31,515,973,11.0,-4272,0,167,233,134,129965,246720.0,4,Instrumental
Sumo Cyco,33,603,898,5.0,-5777,0,125,386,755,156001,234770.0,4,Instrumental
Eloise,15,0.49,224,5.0,-12681,0,0.0522,138,216,116567,199400.0,4,Country
Primal Fear,46,439,984,9.0,-4755,1,0.0915,0.0849,0.2,153.99,365987.0,4,Instrumental
Britney Spears,73,629,824,9.0,-6.53,1,159,0.0651,852,128.01,247960.0,4,Country
Maggie Lindemann,59,562,876,,-4448,1,0.0463,217,525,149971,122999.0,4,Country
Thelonious Monk Septet,31,472,0.23,5.0,-18543,0,35,141,498,93099,682173.0,4,Pop
Dire Straits,49,596,134,4.0,-21216,1,0.0282,111,107,93652,504827.0,4,Bollywood
Mondo Cozmo,39,225,727,,-3.78,1,0.0458,255,365,171.83,209529.0,4,Indie
Earth Trax,38,684,0.69,1.0,-9885,1,0.0412,101,167,120033,231821.0,4,Blues
John Harvie,63,616,839,2.0,-4281,1,54,294,722,85029,174309.0,4,Bollywood
Ten Thousand Crows,40,355,922,,-2061,1,0.0753,351,0.13,117585,202360.0,4,Instrumental
The Clash,50,636,684,6.0,-9.37,0,0.0596,0.0402,684,96989,208867.0,4,Bollywood
The Easybeats,57,374,991,9.0,-1101,1,0.0813,0.0929,0.51,95105,2.72155,4,Bollywood
Activity,18,541,811,11.0,-7292,1,0.03,211,211,137095,303666.0,4,Bollywood
Olivia Meyer,41,385,0.00573,11.0,-36214,1,0.0365,0.0921,302,101688,2.328166667,4,Acoustic/Folk
Kate Nash,61,502,904,,-4.01,1,0.0774,0.0839,868,84461,245173.0,4,Blues
John Hanks,47,649,103,9.0,-18252,0,0.0511,0.11,118,50767,2.818866667,4,Acoustic/Folk
Tame Impala,71,569,0.84,1.0,-4123,1,118,0.0995,749,183059,249587.0,3,Blues
Full House Brew Crew,28,499,956,,-5443,1,79,412,605,159988,216707.0,4,Instrumental
bloodsimple,50,541,0.98,1.0,-3463,1,0.0832,319,388,107779,237693.0,4,Instrumental
Tamikrest,18,0.48,382,10.0,-9017,0,0.0339,113,102,144069,312333.0,3,Pop
David Bowie,60,0.58,571,9.0,-9116,1,0.0321,358,818,128.15,248013.0,4,Indie
Mandevilla,49,413,266,3.0,-16193,0,0.0287,104,214,61237,2.880383333,4,Acoustic/Folk
Carbine,29,179,921,6.0,-6935,0,0.15,916,0.0848,168.78,201333.0,4,Instrumental
Young Stoner Life,69,894,472,4.0,-9837,1,307,139,464,139977,216053.0,4,Alt_Music
daydream Masi,46,656,669,5.0,-8371,0,0.0415,136,509,149909,183218.0,4,Blues
John Prine,55,636,454,5.0,-16548,1,0.0615,304,806,155547,3.33733333,4,Rock
Mimi Webb,80,569,422,,-5856,1,0.0302,0.0613,175,76.96,3.45113333,4,Country
Adrián Otero,22,777,594,2.0,-6.35,1,0.0419,125,724,108073,168386.0,4,Pop
Arik Einstein,32,572,455,2.0,-14201,1,0.0339,0.0756,306,133701,214571.0,4,Bollywood
Waylon Jennings,56,684,0.45,7.0,-10422,1,0.0332,243,639,102902,3.34155,4,HipHop
Shlomo Artzi,41,597,666,7.0,-5323,0,0.0372,0.12,436,136.81,238421.0,4,Bollywood
"Suresh Wadkar, Bela",34,408,402,9.0,-9485,0,0.0397,218,308,73831,2.670666667,4,Metal
Lil Poppa,51,482,635,5.0,-5422,0,0.4,122,817,172231,123123.0,3,Alt_Music
Jeff Beck,30,421,596,5.0,-10877,1,362,107,516,167873,293027.0,3,Pop
ILIRA,74,761,821,8.0,-5238,1,202,0.0692,388,108.13,125879.0,4,Country
Billie Eilish,88,889,0.34,11.0,-7773,0,0.0697,55,716,94009,174321.0,4,Bollywood
Eric Carmen,75,712,549,5.0,-9484,1,0.0254,118,552,109882,251067.0,4,Bollywood
